Linea;Línea Unificada;Canal de distribución;Anio;Mes;Fecha;Fac Impo Bruto;Costo Total Com;Fac Kilos;Comercial Kilos;Rendimiento;Precio
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Enero;1/1/2017;112715;0;660;0;112715;171
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Enero;2/1/2017;418049;20107;9990;20050;397942;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Enero;3/1/2017;741792;19313;18275;-7540;722479;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Enero;4/1/2017;1647618;-456;39380;-685;1648074;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Enero;5/1/2017;2437267;96214;59140;-2125;2341053;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Enero;6/1/2017;21909;18404;540;-1755;3505;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Enero;9/1/2017;220693;25639;5080;10220;195054;43
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Enero;10/1/2017;1270074;-9864;30975;-6460;1279938;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Enero;11/1/2017;323032;11677;7815;-12335;311355;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Enero;12/1/2017;480788;164256;11430;5800;316532;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Enero;13/1/2017;163981;28216;4110;1260;135765;40
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Enero;16/1/2017;301175;554108;7410;16795;-252933;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Enero;17/1/2017;1136419;197651;27870;9606;938768;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Enero;18/1/2017;474060;664892;11690;25885;-190832;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Enero;19/1/2017;571551;367957;13860;16710;203594;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Enero;20/1/2017;363301;125874;8900;5470;237427;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Enero;23/1/2017;511094;279176;12580;11970;231918;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Enero;24/1/2017;305974;0;7355;0;305974;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Enero;25/1/2017;1296894;179984;31185;6905;1116910;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Enero;26/1/2017;574926;355972;14105;15350;218954;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Enero;27/1/2017;114707;8951;2540;401;105756;45
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Enero;30/1/2017;314316;500519;7590;21810;-186203;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Enero;31/1/2017;534651;1845887;12490;80280;-1311236;43
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Febrero;1/2/2017;795706;21023;19490;900;774683;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Febrero;2/2/2017;544428;274724;13500;12670;269704;40
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Febrero;3/2/2017;1444260;0;31945;-120;1444260;45
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Febrero;4/2/2017;96105;0;2320;0;96105;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Febrero;6/2/2017;950032;205268;23235;9556;744764;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Febrero;7/2/2017;387971;20937;9515;890;367034;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Febrero;8/2/2017;322912;90042;7850;3286;232870;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Febrero;9/2/2017;131627;438594;3150;18395;-306967;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Febrero;10/2/2017;535743;109318;13270;4685;426425;40
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Febrero;13/2/2017;413146;432258;9225;17325;-19112;45
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Febrero;14/2/2017;1007328;0;24550;-70;1007328;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Febrero;15/2/2017;707166;10581;17305;450;696585;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Febrero;16/2/2017;59208;657841;1335;28150;-598633;44
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Febrero;17/2/2017;192915;199736;4450;8515;-6821;43
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Febrero;20/2/2017;459057;63249;11320;2745;395808;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Febrero;21/2/2017;443810;51239;11005;2199;392571;40
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Febrero;22/2/2017;261781;143224;6480;6131;118557;40
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Febrero;23/2/2017;397334;353917;9660;15109;43417;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Febrero;24/2/2017;393668;1704522;9365;73210;-1310854;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Febrero;25/2/2017;0;589961;0;25340;-589961;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Febrero;27/2/2017;0;25874;0;10620;-25874;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Febrero;28/2/2017;25617;31930;150;395;-6313;171
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Marzo;1/3/2017;491409;232799;11960;12880;258610;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Marzo;2/3/2017;787095;269602;19135;16735;517493;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Marzo;3/3/2017;862880;116397;20850;5010;746483;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Marzo;4/3/2017;399247;0;9900;0;399247;40
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Marzo;6/3/2017;144867;190821;3460;8945;-45954;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Marzo;7/3/2017;1131753;124310;26285;-3943;1007443;43
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Marzo;8/3/2017;569895;186740;13670;7020;383155;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Marzo;9/3/2017;1328722;715680;32240;23850;613042;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Marzo;10/3/2017;697316;105800;17185;4480;591516;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Marzo;13/3/2017;207699;284496;4895;18335;-76797;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Marzo;14/3/2017;1097401;348822;26620;14155;748579;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Marzo;15/3/2017;635480;26860;15750;-4155;608620;40
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Marzo;16/3/2017;275063;248511;6815;15390;26552;40
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Marzo;17/3/2017;345879;-118;8015;-5000;345997;43
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Marzo;20/3/2017;931974;395287;22600;21620;536687;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Marzo;21/3/2017;0;2423256;0;99945;-2423256;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Marzo;22/3/2017;516955;25613;10695;605;491342;48
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Marzo;23/3/2017;310963;614300;7340;26385;-303337;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Marzo;27/3/2017;1813985;94097;40785;4035;1719888;44
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Marzo;28/3/2017;1280341;219155;31195;11065;1061186;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Marzo;29/3/2017;0;33473;0;-130;-33473;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Marzo;30/3/2017;336589;270077;7910;11770;66512;43
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Marzo;31/3/2017;321135;1476742;7695;63670;-1155607;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Abril;1/4/2017;79530;60496;446;722;19034;178
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Abril;3/4/2017;761135;241254;17050;10315;519881;45
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Abril;4/4/2017;628923;279251;14510;12630;349672;43
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Abril;5/4/2017;512046;-471;12550;-900;512517;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Abril;6/4/2017;399755;373472;8840;15845;26283;45
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Abril;7/4/2017;883661;-685;20915;-30;884346;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Abril;8/4/2017;207156;0;4790;0;207156;43
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Abril;10/4/2017;2441726;295432;60020;12690;2146294;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Abril;11/4/2017;1004025;134404;24265;5498;869621;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Abril;12/4/2017;79735;399095;1880;16855;-319360;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Abril;13/4/2017;409745;2513;9850;120;407232;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Abril;17/4/2017;0;440718;0;20160;-440718;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Abril;18/4/2017;706231;376185;17215;14655;330046;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Abril;19/4/2017;509384;143943;12300;6140;365441;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Abril;20/4/2017;522930;318875;12515;13540;204055;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Abril;21/4/2017;347739;0;8520;-20;347739;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Abril;24/4/2017;1004670;412704;23865;17590;591966;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Abril;25/4/2017;456860;267429;10645;11400;189431;43
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Abril;26/4/2017;207934;23726;4730;1040;184208;44
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Abril;27/4/2017;540585;314057;12780;13405;226528;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Abril;28/4/2017;287717;2197560;6100;93825;-1909843;47
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Abril;29/4/2017;366091;262390;2155;3220;103701;170
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Mayo;1/5/2017;362688;16859;2117;200;345829;171
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Mayo;2/5/2017;479182;298302;10745;12585;180880;45
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Mayo;3/5/2017;682076;85540;16210;3725;596536;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Mayo;4/5/2017;336691;424351;8335;17820;-87660;40
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Mayo;5/5/2017;3209276;107241;76895;4430;3102035;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Mayo;8/5/2017;265358;349138;6370;25920;-83780;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Mayo;9/5/2017;878898;187570;20800;-2560;691328;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Mayo;10/5/2017;298896;-347;7145;885;299243;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Mayo;11/5/2017;881833;441616;20710;17725;440217;43
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Mayo;12/5/2017;50437;198162;1005;8290;-147725;50
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Mayo;15/5/2017;1376100;190125;31690;7155;1185975;43
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Mayo;16/5/2017;580740;132022;13485;13825;448718;43
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Mayo;17/5/2017;114254;20991;2710;-7200;93263;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Mayo;18/5/2017;6840;332958;145;21075;-326118;47
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Mayo;19/5/2017;567541;157347;13415;23715;410194;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Mayo;22/5/2017;613427;472829;14385;11835;140598;43
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Mayo;23/5/2017;415358;275170;9910;6528;140188;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Mayo;24/5/2017;19364;391794;395;16020;-372430;49
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Mayo;26/5/2017;713734;276634;16845;12000;437100;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Mayo;29/5/2017;212960;166546;5150;4610;46414;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Mayo;30/5/2017;587335;215020;14110;11685;372315;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Mayo;31/5/2017;330132;5307102;7455;220680;-4976970;44
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;1/6/2017;917038;526256;18990;26905;390782;48
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;2/6/2017;353051;0;8330;0;353051;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;3/6/2017;606593;0;14580;0;606593;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;5/6/2017;660948;1298881;15710;2905;-637933;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;6/6/2017;1672792;38758;34835;1950;1634034;48
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;7/6/2017;1836948;9241;44210;400;1827707;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;8/6/2017;1015671;294530;24240;12810;721141;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;9/6/2017;1402001;0;30880;-4555;1402001;45
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;12/6/2017;2369874;206617;57090;8600;2163257;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;13/6/2017;366931;-199;8640;-9;367130;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;14/6/2017;589015;-475;13890;-620;589490;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;15/6/2017;353286;548106;8135;23210;-194820;43
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;16/6/2017;1092105;11952;25290;-485;1080153;43
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;17/6/2017;576079;0;13950;0;576079;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;19/6/2017;16986;162139;365;5822;-145153;47
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;21/6/2017;86727;2560;1830;120;84167;47
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;22/6/2017;388388;188370;9065;8494;200018;43
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;23/6/2017;100263;14632;2245;640;85631;45
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;26/6/2017;35231;53245;700;2205;-18014;50
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;27/6/2017;308875;197227;6775;8480;111648;46
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;28/6/2017;23181;58074;510;2460;-34893;45
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;29/6/2017;19958;2112855;450;88410;-2092897;44
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;30/6/2017;382176;4417001;9145;183435;-4034825;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;1/7/2017;0;273343;0;12660;-273343;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;3/7/2017;2716918;797117;61290;35230;1919801;44
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;4/7/2017;1512279;1045;35065;45;1511234;43
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;5/7/2017;1032373;0;22585;-2060;1032373;46
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;6/7/2017;627012;193168;14790;5820;433844;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;7/7/2017;454974;-5169;10490;-1970;460143;43
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;10/7/2017;987583;10089;21645;450;977494;46
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;11/7/2017;2269483;78662;52700;4235;2190821;43
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;12/7/2017;151736;0;3395;-620;151736;45
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;13/7/2017;30933;278688;640;11330;-247755;48
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;14/7/2017;739939;0;13935;-2140;739939;53
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;17/7/2017;2013483;71001;48095;2900;1942482;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;18/7/2017;921783;184592;19440;8125;737191;47
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;19/7/2017;61476;89326;1155;3595;-27850;53
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;20/7/2017;1038997;207762;22670;7945;831235;46
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;21/7/2017;409710;100631;9240;4050;309079;44
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;24/7/2017;241648;279472;5555;12310;-37824;44
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;25/7/2017;176761;-4946;4020;-1166;181707;44
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;26/7/2017;541977;80269;12050;4120;461708;45
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;27/7/2017;0;225725;0;8400;-225725;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;28/7/2017;327932;105548;7785;4160;222384;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;29/7/2017;0;626210;0;25200;-626210;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;31/7/2017;94956;5438726;2250;222035;-5343770;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;1/8/2017;752655;0;17595;970;752655;43
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;2/8/2017;471259;2671;11345;-12240;468588;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;3/8/2017;819864;482547;19585;13829;337317;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;4/8/2017;1693409;30441;40500;1285;1662968;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;7/8/2017;160282;0;3510;0;160282;46
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;8/8/2017;1155711;76012;27740;3000;1079699;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;9/8/2017;86609;-257;1750;15;86866;49
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;10/8/2017;1133708;327540;24700;12860;806168;46
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;11/8/2017;1522689;2363;35345;105;1520326;43
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;12/8/2017;687578;0;16650;0;687578;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;14/8/2017;922259;-445;21510;-18;922704;43
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;15/8/2017;234474;202210;5665;7850;32264;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;16/8/2017;23804;288133;490;11780;-264329;49
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;17/8/2017;750335;81684;18075;9220;668651;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;18/8/2017;1304569;62966;25865;2430;1241603;50
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;19/8/2017;427414;0;10350;0;427414;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;22/8/2017;1140690;176681;23040;7000;964009;50
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;23/8/2017;278776;22676;6535;965;256100;43
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;24/8/2017;827296;589615;19570;23135;237681;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;25/8/2017;148687;176883;4170;1525;-28196;36
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;26/8/2017;0;-130;0;-5;130;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;28/8/2017;101930;11346;2080;480;90584;49
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;29/8/2017;584035;524700;13215;29660;59335;44
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;30/8/2017;383458;1126702;7890;38755;-743244;49
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;31/8/2017;1006773;5601678;22105;221095;-4594905;46
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;1/9/2017;628404;0;13335;0;628404;47
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;4/9/2017;710736;1617;16300;3910;709119;44
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;5/9/2017;929648;252991;22055;5045;676657;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;6/9/2017;1685785;49219;36820;1990;1636566;46
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;7/9/2017;2321852;443289;53425;14695;1878563;43
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;8/9/2017;1220256;2564;24745;110;1217692;49
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;9/9/2017;1662535;0;34950;0;1662535;48
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;11/9/2017;626381;7134;13650;470;619247;46
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;12/9/2017;1028240;115969;24075;4825;912271;43
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;13/9/2017;488367;122135;10555;8380;366232;46
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;14/9/2017;1112829;136975;22595;7040;975854;49
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;15/9/2017;456416;43556;9305;1845;412860;49
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;18/9/2017;57797;369601;1155;17280;-311804;50
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;19/9/2017;758073;57181;16930;3020;700892;45
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;20/9/2017;456206;54382;9955;-4965;401824;46
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;21/9/2017;1255758;331685;27445;12765;924073;46
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;22/9/2017;158691;131178;3120;4380;27513;51
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;24/9/2017;0;85619;0;3290;-85619;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;25/9/2017;364207;0;7685;0;364207;47
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;26/9/2017;483103;5086;10485;220;478017;46
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;27/9/2017;250279;89996;5385;37595;160283;46
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;28/9/2017;0;1993345;0;45690;-1993345;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;29/9/2017;170644;2737695;3255;146565;-2567051;52
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;30/9/2017;662606;65087;3875;759;597519;171
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Octubre;1/10/2017;0;0;0;14850;0;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Octubre;2/10/2017;316815;29402;7265;-78440;287413;44
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Octubre;3/10/2017;239502;1630825;5340;8429;-1391323;45
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Octubre;4/10/2017;810978;5628;17075;240;805350;47
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Octubre;5/10/2017;1453778;500085;27775;26050;953693;52
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Octubre;6/10/2017;2810642;1706139;54125;65085;1104503;52
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Octubre;9/10/2017;1746783;5523;37050;-437;1741260;47
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Octubre;10/10/2017;1346590;646063;29835;27210;700527;45
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Octubre;11/10/2017;286464;69447;6645;4900;217017;43
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Octubre;12/10/2017;961788;2323118;18595;94280;-1361330;52
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Octubre;13/10/2017;335564;247;6755;10;335317;50
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Octubre;16/10/2017;0;48033;0;1800;-48033;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Octubre;17/10/2017;1385287;140086;28075;5530;1245201;49
