Linea;Línea Unificada;Canal de distribución;Anio;Mes;Fecha;Fac Impo Bruto;Costo Total Com;Fac Kilos;Comercial Kilos;Rendimiento;Precio
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Mayo;4/5/2018;86067;-382;1280;-10;86449;67
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Mayo;7/5/2018;53456;9765;795;235;43691;67
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Mayo;8/5/2018;45723;20702;680;495;25021;67
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Mayo;9/5/2018;11364;29153;160;700;-17789;71
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Mayo;10/5/2018;25449;0;360;0;25449;71
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Mayo;11/5/2018;6600;4199;95;100;2401;69
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Mayo;14/5/2018;92351;4404;1300;80;87947;71
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Mayo;15/5/2018;15760;4807;215;115;10953;73
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Mayo;16/5/2018;55919;37327;810;890;18592;69
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Mayo;17/5/2018;38849;6272;530;150;32577;73
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Mayo;18/5/2018;21593;2925;295;70;18668;73
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Mayo;21/5/2018;28039;419;385;10;27620;73
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Mayo;22/5/2018;2566;19445;35;480;-16879;73
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Mayo;23/5/2018;6109;399;85;10;5710;72
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Mayo;24/5/2018;17226;17330;235;415;-104;73
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Mayo;27/5/2018;0;1254;0;30;-1254;0
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Mayo;28/5/2018;12740;32556;180;779;-19816;71
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Mayo;29/5/2018;26755;85697;365;2050;-58942;73
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Mayo;30/5/2018;48378;60751;660;1440;-12373;73
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Mayo;31/5/2018;29320;46788;400;1120;-17468;73
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Junio;1/6/2018;107018;4304;1460;100;102714;73
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Junio;4/6/2018;76085;0;1030;-50;76085;74
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Junio;5/6/2018;28221;431;385;10;27790;73
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Junio;6/6/2018;63038;109;860;3;62929;73
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Junio;7/6/2018;34847;4290;475;100;30557;73
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Junio;8/6/2018;16712;2154;220;50;14558;76
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Junio;11/6/2018;3958;12483;50;290;-8525;79
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Junio;12/6/2018;16228;8373;205;195;7855;79
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Junio;13/6/2018;733;11831;10;275;-11098;73
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Junio;14/6/2018;11082;8620;140;200;2462;79
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Junio;15/6/2018;17415;2987;220;170;14428;79
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Junio;18/6/2018;30872;63;390;7;30809;79
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Junio;19/6/2018;2771;2114;35;59;657;79
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Junio;21/6/2018;2624;9044;35;205;-6420;75
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Junio;22/6/2018;9499;1502;120;50;7997;79
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Junio;23/6/2018;792;0;10;0;792;79
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Junio;24/6/2018;0;1073;0;40;-1073;0
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Junio;25/6/2018;1979;34385;25;800;-32406;79
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Junio;26/6/2018;5145;25097;65;810;-19952;79
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Junio;27/6/2018;34435;58738;435;1520;-24303;79
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Junio;28/6/2018;39580;40889;500;975;-1309;79
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Junio;29/6/2018;61745;59833;780;1460;1912;79
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Junio;30/6/2018;792;0;10;0;792;79
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Julio;2/7/2018;47100;228;595;5;46872;79
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Julio;3/7/2018;58974;1861;745;10;57113;79
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Julio;4/7/2018;26123;2526;330;55;23597;79
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Julio;5/7/2018;34324;4124;430;90;30200;80
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Julio;6/7/2018;59607;0;770;0;59607;77
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Julio;10/7/2018;12619;4289;155;78;8330;81
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Julio;11/7/2018;8898;2306;110;50;6592;81
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Julio;12/7/2018;40040;5724;495;125;34316;81
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Julio;13/7/2018;22894;7142;280;155;15752;82
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Julio;16/7/2018;16577;5294;205;115;11283;81
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Julio;17/7/2018;5130;10564;60;260;-5434;86
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Julio;18/7/2018;19602;15339;230;268;4263;85
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Julio;19/7/2018;21375;11548;250;215;9827;86
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Julio;20/7/2018;11115;0;130;0;11115;86
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Julio;23/7/2018;32490;12215;380;265;20275;86
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Julio;24/7/2018;55446;17063;680;370;38383;82
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Julio;25/7/2018;13791;-69;165;-2;13860;84
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Julio;26/7/2018;13853;-9223;175;-200;23076;79
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Julio;27/7/2018;4703;59803;55;1300;-55100;86
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Julio;28/7/2018;0;15234;0;330;-15234;0
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Julio;29/7/2018;0;15675;0;340;-15675;0
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Julio;30/7/2018;29640;40702;350;885;-11062;85
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Julio;31/7/2018;60278;42876;705;930;17402;86
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Agosto;1/8/2018;79943;-216;935;-5;80159;86
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Agosto;2/8/2018;53010;18;620;0;52992;86
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Agosto;3/8/2018;20520;706;240;15;19814;86
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Agosto;6/8/2018;20699;6493;240;135;14206;86
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Agosto;7/8/2018;17309;6685;200;139;10624;87
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Agosto;8/8/2018;28475;18300;325;380;10175;88
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Agosto;9/8/2018;1830;0;20;0;1830;92
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Agosto;10/8/2018;51097;-9153;570;-190;60250;90
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Agosto;13/8/2018;13423;4339;150;90;9084;89
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Agosto;14/8/2018;15390;7925;180;165;7465;86
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Agosto;15/8/2018;11833;10041;130;210;1792;91
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Agosto;16/8/2018;25333;5195;290;108;20138;87
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Agosto;17/8/2018;19668;5287;215;110;14381;91
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Agosto;20/8/2018;0;3853;0;80;-3853;0
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Agosto;21/8/2018;23327;7948;255;165;15379;91
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Agosto;22/8/2018;10063;3862;110;80;6201;91
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Agosto;23/8/2018;15094;6470;165;130;8624;91
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Agosto;24/8/2018;10221;18079;115;375;-7858;89
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Agosto;25/8/2018;1372;0;15;0;1372;91
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Agosto;27/8/2018;43910;18394;480;384;25516;91
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Agosto;28/8/2018;0;22035;0;460;-22035;0
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Agosto;29/8/2018;23327;39904;255;830;-16577;91
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Agosto;30/8/2018;11892;55039;130;1145;-43147;91
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Agosto;31/8/2018;56718;68158;620;1420;-11440;91
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Septiembre;3/9/2018;92852;0;1015;0;92852;91
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Septiembre;4/9/2018;49857;6664;545;134;43193;91
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Septiembre;5/9/2018;31112;3980;345;80;27132;90
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Septiembre;6/9/2018;47112;2182;515;44;44930;91
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Septiembre;7/9/2018;1372;3963;15;80;-2591;91
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Septiembre;10/9/2018;29731;22368;325;450;7363;91
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Septiembre;11/9/2018;16466;19595;180;395;-3129;91
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Septiembre;12/9/2018;23327;9194;255;185;14133;91
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Septiembre;13/9/2018;19211;1726;210;35;17485;91
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Septiembre;14/9/2018;24700;1246;270;25;23454;91
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Septiembre;15/9/2018;1372;0;15;0;1372;91
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Septiembre;17/9/2018;10978;2491;120;50;8487;91
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Septiembre;18/9/2018;22870;6015;250;120;16855;91
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Septiembre;19/9/2018;39336;255;430;5;39081;91
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Septiembre;20/9/2018;25614;0;280;0;25614;91
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Septiembre;21/9/2018;0;493;0;10;-493;0
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Septiembre;24/9/2018;0;25178;0;505;-25178;0
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Septiembre;25/9/2018;915;40027;10;804;-39112;92
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Septiembre;26/9/2018;13265;16218;145;325;-2953;91
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Septiembre;27/9/2018;85991;50773;940;1020;35218;91
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Septiembre;28/9/2018;32018;70020;350;1405;-38002;91
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Septiembre;29/9/2018;457;0;5;0;457;91
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Octubre;1/10/2018;101085;1296;1105;24;99789;91
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Octubre;2/10/2018;14637;1100;160;20;13537;91
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Octubre;3/10/2018;52766;1651;575;30;51115;92
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Octubre;4/10/2018;9103;809;95;15;8294;96
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Octubre;5/10/2018;23369;2751;255;30;20618;92
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Octubre;6/10/2018;457;0;5;0;457;91
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Octubre;7/10/2018;0;1100;0;20;-1100;0
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Octubre;8/10/2018;457;1100;5;20;-643;91
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Octubre;9/10/2018;22948;4617;245;85;18331;94
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Octubre;10/10/2018;7273;6321;75;115;952;97
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Octubre;11/10/2018;3490;3263;35;20;227;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Octubre;12/10/2018;13635;1402;145;25;12233;94
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Octubre;16/10/2018;4862;9267;50;170;-4405;97
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Octubre;17/10/2018;25927;1100;260;20;24827;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Octubre;18/10/2018;3989;12653;40;230;-8664;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Octubre;19/10/2018;4364;2751;45;50;1613;97
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Octubre;20/10/2018;0;550;0;10;-550;0
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Octubre;22/10/2018;18947;13164;190;240;5783;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Octubre;23/10/2018;28355;3236;305;60;25119;93
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Octubre;24/10/2018;11884;10947;120;200;937;99
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Octubre;25/10/2018;32409;1370;325;25;31039;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Octubre;26/10/2018;10471;18982;105;345;-8511;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Octubre;27/10/2018;0;539;0;10;-539;0
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Octubre;29/10/2018;20443;37803;205;790;-17360;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Octubre;30/10/2018;35401;35432;355;650;-31;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Octubre;31/10/2018;36896;39507;370;620;-2611;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Noviembre;1/11/2018;45871;-28;460;-1;45899;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Noviembre;2/11/2018;7479;0;75;0;7479;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Noviembre;5/11/2018;21440;538;215;9;20902;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Noviembre;6/11/2018;20941;0;210;0;20941;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Noviembre;7/11/2018;6980;2924;70;50;4056;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Noviembre;8/11/2018;4986;0;50;0;4986;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Noviembre;9/11/2018;9972;-57;100;-1;10029;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Noviembre;10/11/2018;997;9316;10;160;-8319;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Noviembre;12/11/2018;12964;987;130;14;11977;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Noviembre;13/11/2018;22936;15983;230;275;6953;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Noviembre;14/11/2018;18448;10825;185;185;7623;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Noviembre;15/11/2018;12465;2297;125;40;10168;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Noviembre;16/11/2018;25429;4955;255;85;20474;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Noviembre;20/11/2018;9972;0;100;0;9972;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Noviembre;21/11/2018;0;25233;0;430;-25233;0
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Noviembre;22/11/2018;17950;11006;180;190;6944;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Noviembre;23/11/2018;17451;16534;175;280;917;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Noviembre;26/11/2018;19445;8496;195;145;10949;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Noviembre;27/11/2018;25927;23299;260;400;2628;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Noviembre;28/11/2018;35899;37052;360;634;-1153;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Noviembre;29/11/2018;28420;49840;285;1005;-21420;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Noviembre;30/11/2018;41384;109465;415;1730;-68081;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Diciembre;1/12/2018;997;0;10;0;997;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Diciembre;3/12/2018;101714;0;1020;0;101714;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Diciembre;4/12/2018;43877;1997;440;35;41880;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Diciembre;5/12/2018;31228;0;310;0;31228;101
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Diciembre;6/12/2018;41882;533;420;10;41349;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Diciembre;7/12/2018;0;2278;0;40;-2278;0
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Diciembre;10/12/2018;17810;2277;175;40;15533;102
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Diciembre;11/12/2018;4487;4547;45;80;-60;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Diciembre;12/12/2018;15407;13059;150;230;2348;103
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Diciembre;13/12/2018;26821;7380;255;130;19441;105
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Diciembre;14/12/2018;39869;13981;380;245;25888;105
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Diciembre;15/12/2018;9972;0;100;0;9972;100
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Diciembre;16/12/2018;0;561;0;10;-561;0
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Diciembre;17/12/2018;26277;1402;250;25;24875;105
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Diciembre;18/12/2018;11414;32784;105;574;-21370;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Diciembre;19/12/2018;3805;1708;35;30;2097;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Diciembre;20/12/2018;18852;5072;185;90;13780;102
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Diciembre;21/12/2018;35328;6217;325;110;29111;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Diciembre;22/12/2018;2718;0;25;0;2718;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Diciembre;24/12/2018;0;7901;0;140;-7901;0
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Diciembre;26/12/2018;17442;27525;165;483;-10083;106
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Diciembre;27/12/2018;41306;49093;380;865;-7787;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2018;Diciembre;28/12/2018;57068;72947;525;1285;-15879;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Enero;2/1/2019;80982;1436;745;25;79546;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Enero;3/1/2019;32067;2597;295;45;29470;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Enero;4/1/2019;80438;4061;740;70;76377;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Enero;5/1/2019;1087;0;10;0;1087;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Enero;7/1/2019;11957;4917;110;85;7040;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Enero;8/1/2019;4303;2294;40;40;2009;108
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Enero;9/1/2019;15762;9492;145;164;6270;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Enero;10/1/2019;23371;-1457;215;-26;24828;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Enero;11/1/2019;11957;0;110;0;11957;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Enero;13/1/2019;0;5774;0;100;-5774;0
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Enero;14/1/2019;8696;1664;80;29;7032;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Enero;15/1/2019;13588;580;125;10;13008;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Enero;16/1/2019;9240;857;85;15;8383;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Enero;17/1/2019;0;6373;0;130;-6373;0
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Enero;18/1/2019;0;1160;0;40;-1160;0
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Enero;21/1/2019;0;6962;0;90;-6962;0
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Enero;22/1/2019;4348;14753;40;255;-10405;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Enero;23/1/2019;14675;17147;135;295;-2472;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Enero;24/1/2019;29893;18378;275;320;11515;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Enero;25/1/2019;35328;22333;325;375;12995;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Enero;26/1/2019;0;6087;0;105;-6087;0
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Enero;28/1/2019;23371;36117;215;629;-12746;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Enero;29/1/2019;28262;53921;260;930;-25659;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Enero;30/1/2019;20653;81850;190;1415;-61197;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Enero;31/1/2019;96200;34683;885;600;61517;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Febrero;1/2/2019;3805;0;35;0;3805;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Febrero;2/2/2019;544;0;5;0;544;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Febrero;4/2/2019;156528;0;1440;20;156528;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Febrero;5/2/2019;44567;6263;410;140;38304;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Febrero;6/2/2019;67394;8388;620;309;59006;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Febrero;7/2/2019;10327;0;95;0;10327;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Febrero;8/2/2019;22827;0;210;0;22827;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Febrero;11/2/2019;2718;0;25;0;2718;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Febrero;12/2/2019;24458;31559;225;505;-7101;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Febrero;13/2/2019;23914;9408;220;150;14506;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Febrero;14/2/2019;48372;-525;445;-10;48897;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Febrero;15/2/2019;6522;31979;60;690;-25457;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Febrero;16/2/2019;0;16952;0;270;-16952;0
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Febrero;17/2/2019;0;19277;0;310;-19277;0
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Febrero;18/2/2019;2174;12101;20;19;-9927;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Febrero;19/2/2019;32610;15907;300;205;16703;109
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Febrero;20/2/2019;72100;8751;630;110;63349;114
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Febrero;21/2/2019;6516;4434;55;71;2082;118
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Febrero;22/2/2019;17039;4363;150;70;12676;114
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Febrero;25/2/2019;3554;24587;30;395;-21033;118
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Febrero;26/2/2019;63800;67610;555;1084;-3810;115
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Febrero;27/2/2019;31202;46470;265;745;-15268;118
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Febrero;28/2/2019;9478;77451;80;1239;-67973;118
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Marzo;1/3/2019;54425;-32;480;-1;54457;113
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Marzo;5/3/2019;0;951;0;15;-951;0
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Marzo;6/3/2019;61414;939;520;15;60475;118
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Marzo;7/3/2019;62806;618;540;10;62188;116
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Marzo;8/3/2019;10071;0;85;0;10071;118
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Marzo;11/3/2019;16691;1890;145;30;14801;115
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Marzo;12/3/2019;95969;3757;810;60;92212;118
YERBA MATE HIERBAS;Yerba Mate;Supermercados;2019;Marzo;13/3/2019;40246;618;350;10;39628;115
